country,results,direct,perio_prev,Upper Perio Prevalence (%),Lower Perio Prevalence (%),decid_caries,Upper Deciduous,Lower Deciduous,perm_caries,Upper Permanent,Lower Permanent,edent,Upper Edentulism,Lower Edentulism,diab_prev,Upper Diabetes,Lower Diabetes,diab_death,Upper Diabetes Deaths,Lower Diabetes Deaths,smoking_agest,Upper Smoking,Lower Smoking,dentists,Upper Dentists,Lower Dentists,dent_personnel,Upper Dental Personnel,Lower Dental Personnel,gdp_usd,Upper GDP,Lower GDP,dent_exp,dent_exppc,adv_coverage,coverage
Oman,,,0.135615881,0.184174536,0.095831803,0.076305437,0.096457522,0.058259004,0.394850876,0.469165825,0.327790727,0.029365033,0.036489299,0.022525214,0.06210805,0.069164839,0.056537512,0.042114578,0.048204889,0.035774887,0.157849061,0.172737293,0.14464873,3.343,4.552,2.31,3.783,5.119,2.627,18321,16437,20060,0.1327,30.82,Yes,99
Pakistan,,,0.180752025,0.208987716,0.1500216,0.099555259,0.115908079,0.082867014,0.247369809,0.302275723,0.205841614,0.01541475,0.018975144,0.01209453,0.050527807,0.05519342,0.045768298,0.027575866,0.031991273,0.02274028,0.144428051,0.153500902,0.135906307,0.415,0.554,0.309,0.698,0.881,0.55,1528,1352,1739,0.0489,0.24,,
Palau,,,0.039657293,0.055242814,0.027465248,0.053857226,0.065592688,0.044037079,0.425276963,0.493643305,0.351035486,0.058080245,0.071940138,0.046122626,0.23231235,0.248449322,0.215628505,0.106558858,0.119816277,0.092863825,0.238734495,0.252756447,0.224685599,2.423,3.582,1.557,8.958,12.082,6.363,15860,15477,16148,0.0005,25.39,,
Panama,,,0.1644529,0.199855901,0.131735625,0.061740425,0.076808943,0.047289273,0.446142177,0.501864876,0.384717353,0.053314244,0.064750882,0.042781036,0.07701617,0.083844297,0.0700342,0.052352048,0.056563528,0.047290727,0.124170921,0.137435463,0.112908689,7.634,10.954,5.227,12.759,17.536,9.218,16336,15742,16908,0.1354,32.1,Yes,95
Papua New Guinea,,,0.014708176,0.021203634,0.010159492,0.120777513,0.143629287,0.098769373,0.380131538,0.454589532,0.32352037,0.014622765,0.018233554,0.011312481,0.08196589,0.089390313,0.075565844,0.051045571,0.061567325,0.03998386,0.401523085,0.426368676,0.377375468,0.201,0.313,0.127,0.559,0.791,0.386,3133,3024,3217,0.0358,4.17,Yes,99
Paraguay,,,0.118042254,0.152797795,0.088250932,0.082571199,0.100298942,0.06574848,0.435461832,0.497104411,0.373072385,0.042378408,0.051801465,0.033273846,0.059091532,0.064072739,0.05476358,0.062266133,0.069391168,0.054891615,0.246255626,0.266634895,0.226704834,4.864,6.88,3.342,6.931,9.426,4.967,5608,5331,5884,0.0513,7.18,Yes,78
Peru,,,0.121293889,0.155054106,0.093564776,0.072841296,0.089816819,0.05718825,0.443273903,0.509194334,0.383503173,0.095233099,0.112760931,0.077648478,0.035033643,0.037947209,0.032364138,0.018408285,0.021665908,0.015641089,0.073261619,0.081959153,0.065583437,4.973,7.287,3.205,11.093,15.072,7.872,7210,6961,7430,0.2678,8.24,Yes,62
Philippines,,,0.034955758,0.043022723,0.027834507,0.093346382,0.10887805,0.079147887,0.327363655,0.373345457,0.288560186,0.043643835,0.050902404,0.037161727,0.035846365,0.039170452,0.032631338,0.034647839,0.037106725,0.032432588,0.40883083,0.424934134,0.392879553,3.046,3.9,2.305,8.109,9.822,6.496,4082,4015,4157,0.0165,0.15,No,92
Poland,,,0.173181887,0.212296463,0.136899243,0.046567929,0.055885967,0.038193319,0.333410724,0.371236234,0.294556961,0.131594182,0.158762219,0.10565335,0.09489256,0.106262359,0.085086631,0.019530903,0.021119808,0.017444104,0.317986261,0.332875477,0.303923307,4.191,5.764,2.903,10.674,13.924,7.907,19878,19576,20179,1.7024,44.83,Yes,95
Portugal,,,0.138484967,0.179134637,0.103975267,0.024007526,0.031804349,0.01852415,0.364016338,0.426191702,0.305386811,0.099136271,0.122518743,0.077794859,0.135090003,0.147949153,0.123761721,0.031966105,0.034992299,0.026933526,0.3337439,0.349535951,0.316789877,11.288,14.267,8.974,13.747,17.097,11.136,26558,25875,27262,0.8695,84.7,No,100
Qatar,,,0.189818822,0.246648278,0.139409151,0.053191885,0.063204239,0.043218607,0.385979915,0.476330068,0.311473313,0.017704099,0.022451771,0.012938624,0.09879019,0.109710114,0.087823237,0.075426965,0.086741705,0.062410227,0.218612724,0.236436878,0.202706137,9.052,12.67,6.101,10.972,15.155,7.516,69579,64542,76914,0.2287,83.07,,
Republic of China (Taiwan),0.098,Direct,0.160666869,0.201421012,0.120572268,0.119430359,0.141348088,0.099496597,0.37725341,0.43787408,0.32490252,0.041450721,0.051135664,0.032540041,0.09901019,0.106951617,0.092690435,0.057851562,0.062403788,0.050724734,0.169155938,0.18289532,0.156502619,1.187,1.766,0.771,1.411,2.033,0.937,920,856,989,1.479,62.5,,
Republic of Korea,0.0947,Direct,0.140210581,0.175318422,0.105306287,0.033882968,0.042602744,0.027426104,0.232568657,0.270134361,0.197538628,0.035238626,0.043726742,0.027721129,0.173622326,0.182877758,0.164092827,0.032334654,0.037063262,0.02700653,0.424784102,0.447473448,0.401323065,7.09,9.508,5.198,18.124,22.992,13.754,38054,37371,39017,7.2547,139.93,Yes,
Republic of Moldova,,,0.139893263,0.178236372,0.102425463,0.046479671,0.05645522,0.037542229,0.383901042,0.44796617,0.318321539,0.086999053,0.105011386,0.070506496,0.07738887,0.084164207,0.069867057,0.011099221,0.011941237,0.010261922,0.406444316,0.426877156,0.385622483,5.165,7.39,3.49,6.812,9.422,4.718,5216,3302,6797,0.0051,1.43,No,
Romania,,,0.150291401,0.187379515,0.114840653,0.05695589,0.066298733,0.047648018,0.458321297,0.512759213,0.395844683,0.096269242,0.118798023,0.076812098,0.064332582,0.071289659,0.058758001,0.008283653,0.009308115,0.007349435,0.383727976,0.399611811,0.367822252,7.828,9.495,6.315,14.001,16.408,11.815,16559,15934,17078,0.3761,19.27,No,90
Russian Federation,,,0.160403074,0.198242395,0.125845605,0.057322927,0.067738175,0.048182081,0.355193569,0.405424421,0.306887983,0.112589896,0.135744093,0.093246807,0.062663133,0.06953192,0.056365772,0.016261495,0.017545256,0.014985072,0.455516178,0.469855519,0.441448521,10.572,14.129,7.779,15.177,19.578,11.782,11217,10988,11501,0.8921,6.08,,
Rwanda,0.032,Indirect - based on case mix,0.074787166,0.10410228,0.052253808,0.079828212,0.100640762,0.061227523,0.339170622,0.408439474,0.280623356,0.0109642,0.013581008,0.008244844,0.014430279,0.015653061,0.01332234,0.024151489,0.033054264,0.015644649,0.146110683,0.156601517,0.13550515,0.181,0.251,0.127,0.247,0.329,0.182,954,876,1011,0.0035,0.28,Yes,85
Saint Kitts and Nevis,,,0.204605429,0.24940079,0.162316194,0.046874089,0.057400161,0.037433472,0.398813594,0.460851878,0.338577359,0.054866598,0.069226288,0.042262616,0.131321617,0.144431131,0.118480802,0.057050697,0.062806327,0.050013072,0.067019336,0.074615283,0.059667582,5.49,8.155,3.538,7.969,11.249,5.422,19687,18531,21207,0.003,56.98,,
Saint Lucia,,,0.190425837,0.232744451,0.149308904,0.044225526,0.051404015,0.037679479,0.407569227,0.466239628,0.352463254,0.067822584,0.084735909,0.05436674,0.162478019,0.17405693,0.150748196,0.07039479,0.078986857,0.057021997,0.191522159,0.210587248,0.174062341,2.924,4.25,1.951,4.236,5.931,2.963,11173,10696,11679,0.0054,29.98,,
Saint Vincent and the Grenadines,,,0.171902353,0.20877375,0.134918672,0.057279232,0.070481197,0.04512994,0.449926167,0.50625143,0.394965984,0.062878828,0.07823182,0.04884659,0.154126864,0.165951047,0.142991198,0.084077414,0.089761834,0.078228951,0.202792213,0.220616362,0.185266444,1.366,2.08,0.855,1.904,2.76,1.277,8790,8057,9334,0.0026,23.29,,
Samoa,,,0.018407959,0.025098734,0.012874012,0.122549175,0.146148212,0.100334629,0.383780855,0.450113778,0.331334621,0.021994285,0.027297701,0.016892623,0.126789622,0.138681877,0.116297893,0.092463504,0.106315979,0.081113608,0.394345616,0.415751947,0.372353963,0.938,1.471,0.627,2.343,3.36,1.656,4094,3999,4223,0.001,5.16,,
San Marino,,,0.154802076,0.196409862,0.117646746,0.026387931,0.03483315,0.019232949,0.421570446,0.485062201,0.364635425,0.092032618,0.114724929,0.0729078,0.082758005,0.091547868,0.075621348,0.014637005,0.017009576,0.010947195,0.197835334,0.218041989,0.180749578,8.277,11.965,5.418,14.819,20.157,10.366,51900,51273,52503,0.0075,222.24,No,100
Sao Tome and Principe,,,0.154005404,0.190257042,0.120783715,0.079011652,0.09325748,0.064325062,0.311381295,0.375906098,0.253065387,0.015984869,0.019714787,0.0122469,0.040953616,0.04469137,0.037666448,0.016046894,0.018615921,0.013755699,0.047715587,0.052827239,0.042842805,0.048,0.072,0.029,0.279,0.391,0.189,2405,2351,2476,0.0001,0.61,,
Saudi Arabia,0.036,Direct,0.092970757,0.133465555,0.062641562,0.060061164,0.070265298,0.049948837,0.43683207,0.51072598,0.368413123,0.033387894,0.042188201,0.025537997,0.095066478,0.104277682,0.086695634,0.032407909,0.035856363,0.026587852,0.225657805,0.240463717,0.210919926,4.812,6.618,3.378,6.184,8.452,4.402,25672,25228,26150,1.2518,36.73,,
Senegal,,,0.135728016,0.168458102,0.106465019,0.101680113,0.128889402,0.077410742,0.229789718,0.276164689,0.190440746,0.01895424,0.023481704,0.014594647,0.043639757,0.046582465,0.040717002,0.027913749,0.032706931,0.023775285,0.076661417,0.082229769,0.071264163,0.134,0.197,0.085,0.202,0.283,0.134,1905,1834,1991,0.0044,0.27,No,50
Serbia,,,0.13511383,0.17085352,0.102094374,0.034575748,0.04239776,0.02775637,0.420780487,0.483332492,0.362076438,0.10795373,0.132068867,0.08571696,0.11107137,0.12394841,0.100869216,0.02603212,0.031194627,0.021816428,0.388294263,0.407803664,0.369089703,2.218,3.209,1.459,3.949,5.504,2.776,10292,10161,10457,0.11,15.79,No,85
Seychelles,0.0329,Indirect - based on case mix,0.10390284,0.13510089,0.076555349,0.067174563,0.082206586,0.053891653,0.330533702,0.391896983,0.276125865,0.036104297,0.044823944,0.027977386,0.130007597,0.140584711,0.120110872,0.030445551,0.033503213,0.027122165,0.243924818,0.259730885,0.226935077,6.055,8.622,4.204,11.944,16.53,8.797,15953,14263,17450,0.0013,13.61,,
Sierra Leone,,,0.196649723,0.225578025,0.171978588,0.094388455,0.111401949,0.077829003,0.277482449,0.328736742,0.236655973,0.014643421,0.018068564,0.011305101,0.029994253,0.032845789,0.027457581,0.01394053,0.016526693,0.011456416,0.191729048,0.205143253,0.179711221,0.07,0.106,0.046,0.125,0.176,0.089,559,551,567,0.0014,0.18,Yes,25
Singapore,,,0.145981506,0.186606815,0.109896841,0.034871054,0.043309394,0.026796996,0.181074001,0.218140805,0.1456831,0.029381507,0.036793698,0.022953262,0.126620294,0.13680801,0.116936202,0.007046685,0.007661355,0.006185339,0.206349937,0.224211804,0.18900541,7.491,10.685,5.064,8.629,12.209,5.924,78164,69293,84765,1.1604,204.66,Yes,100
Slovakia,,,0.148670251,0.186755978,0.113106008,0.048650417,0.058509984,0.039723835,0.41748626,0.479290768,0.357789343,0.105711073,0.128611649,0.083695297,0.070294148,0.076454084,0.063579285,0.012037272,0.014341743,0.009747619,0.332514792,0.353183805,0.312136286,6.911,8.944,5.378,9.142,11.369,7.437,23147,22311,23716,0.3082,56.55,Yes,100
Slovenia,,,0.2015656,0.243347276,0.162232837,0.045742974,0.054918812,0.037279921,0.384962704,0.437785711,0.324561503,0.11968807,0.145796439,0.094842302,0.080061414,0.088711265,0.072951888,0.018259528,0.020618467,0.015955871,0.297906728,0.315383995,0.280489478,8.234,11.166,6.036,16.678,21.183,13.027,31694,31038,32186,0.1215,58.73,,
Solomon Islands,,,0.013326147,0.019269468,0.009150132,0.121994796,0.146911129,0.100027609,0.387996623,0.458225761,0.330551058,0.016262231,0.020222453,0.012681389,0.0611823,0.066429755,0.056569429,0.080505246,0.089068121,0.072579816,0.521581903,0.542466337,0.499052075,0.602,0.879,0.393,1.175,1.626,0.827,2322,2145,2570,0.0021,3.26,Yes,
Somalia,,,0.031890277,0.045842305,0.021890219,0.107263097,0.134448732,0.083340716,0.324391794,0.385503687,0.270703276,0.009666714,0.012223684,0.007152348,0.014209403,0.015510331,0.012987407,0.012391847,0.01427627,0.010123512,0.205046819,0.226729981,0.183224041,0.09,0.134,0.056,0.109,0.159,0.071,146,138,158,0.0026,0.17,No,41
South Africa,,,0.056703841,0.073348695,0.042176539,0.069807027,0.087609556,0.054643456,0.266745054,0.319665537,0.226575377,0.05880985,0.071744455,0.045976227,0.053149231,0.058543242,0.048466228,0.044195507,0.046930123,0.041481827,0.225242694,0.237782961,0.213152594,1.415,1.829,1.065,2.514,3.098,2.01,6805,6128,7332,2.2861,38.86,Yes,85
South Sudan,,,0.062739715,0.086918248,0.044276209,0.118062009,0.144570034,0.091441308,0.313391495,0.376342699,0.259331207,0.009119952,0.011293487,0.00686787,0.015260636,0.016489513,0.014057873,0.016728399,0.020490442,0.013986492,0.113641017,0.124740035,0.103248103,0.007,0.01,0.004,0.05,0.07,0.034,494,145,1159,0.0011,0.09,No,44
Spain,,,0.038830296,0.05364355,0.027964303,0.026899986,0.036190875,0.019102062,0.444870264,0.49811696,0.385212774,0.076093076,0.094621261,0.059285132,0.121714017,0.129941636,0.113084846,0.020604995,0.022921261,0.016939977,0.307495552,0.324624194,0.290987852,7.327,8.815,6.041,12.058,14.12,10.256,32971,31921,33841,8.3063,178.03,Yes,100
Sri Lanka,,,0.093938419,0.123302836,0.068735405,0.074909208,0.085380924,0.060730747,0.337345162,0.396282807,0.284559041,0.037960057,0.046980114,0.029432615,0.128139516,0.138137634,0.11957955,0.076651701,0.087460454,0.063342487,0.301079083,0.31754576,0.285180846,1.548,2.21,1.034,2.028,2.843,1.397,3378,3277,3491,0.04,1.82,Yes,100
Sudan,,,0.061543626,0.081708993,0.043635305,0.092965426,0.116789635,0.071739975,0.369465671,0.43941148,0.312231303,0.032262088,0.039449185,0.025447703,0.047152963,0.051088647,0.043179461,0.013427565,0.016192167,0.011077208,0.107282448,0.115525523,0.099392981,1.597,2.279,1.062,1.769,2.491,1.2,949,683,1318,0.0463,1.07,,
Suriname,,,0.166761141,0.201550665,0.130103591,0.074957547,0.089925012,0.060854689,0.290101912,0.343400527,0.237371406,0.054353177,0.06774686,0.042405709,0.135568238,0.146824147,0.125975945,0.049354797,0.056145355,0.038895937,0.341553968,0.36552826,0.317047632,1.295,1.878,0.899,2.628,3.501,1.982,4895,4555,5324,0.0095,15.9,,
Sweden,0.077,Direct,0.157124399,0.189856469,0.121712997,0.040480692,0.051211977,0.030597897,0.364734802,0.424478642,0.308169489,0.081317458,0.107152816,0.059461783,0.083886041,0.093298667,0.075247154,0.021662824,0.023778023,0.018438394,0.123701591,0.134920537,0.112817695,8.855,10.838,7.11,14.64,17.241,12.324,63075,61499,65239,3.3758,327.04,Yes,100
Switzerland,,,0.153384058,0.19323658,0.117218673,0.017018913,0.023986139,0.012421444,0.543820435,0.590408125,0.496337632,0.076315025,0.093503619,0.059697962,0.115964457,0.125626679,0.106088859,0.017329202,0.019123536,0.014303127,0.292607598,0.312343511,0.272315753,11.105,13.54,8.945,17.783,20.842,15.147,96809,96514,97163,4.2189,493.73,No,100
Syrian Arab Republic,,,0.109120484,0.141124919,0.081164885,0.057060215,0.069489557,0.044055092,0.404202541,0.470723162,0.339543587,0.062640595,0.077602009,0.049319843,0.091702702,0.099500886,0.08395298,0.021042935,0.024070242,0.017879054,0.419436284,0.448189081,0.389938858,4.389,6.153,3.076,4.491,6.296,3.142,1038,952,1128,0.028,1.66,Yes,99
Tajikistan,,,0.064330985,0.087341635,0.045590073,0.044667479,0.051868009,0.03715764,0.355272569,0.41785705,0.29455741,0.056217959,0.069232474,0.043815174,0.031479153,0.034215857,0.028810792,0.014259004,0.018238157,0.011229494,0.398154241,0.412977075,0.38486064,5.705,7.995,3.948,7.062,9.79,4.9,8140,8065,8198,0.0306,3.29,No,80
Thailand,,,0.182084097,0.22348125,0.145803435,0.133387141,0.156679096,0.104892485,0.354645235,0.414377815,0.299239225,0.022826262,0.028203098,0.017937917,0.086399019,0.094465847,0.078308605,0.039336648,0.044975659,0.033418453,0.646348913,0.666212491,0.62716595,0.21,0.321,0.134,0.692,0.962,0.482,2560,2492,2623,0.1917,2.82,Yes,80
Timor-Leste,,,0.045167486,0.060466333,0.033233433,0.079468501,0.099511915,0.058810574,0.243608451,0.293666879,0.20711179,0.015509225,0.019379952,0.011763596,0.03959852,0.043097159,0.035742838,0.019182603,0.023700759,0.015152641,0.077149977,0.083349813,0.07057555,0.065,0.099,0.041,0.175,0.243,0.121,989,754,1186,0.0007,0.55,Yes,100
Togo,,,0.130114505,0.162736206,0.098758516,0.082562591,0.096478534,0.069789165,0.412082628,0.477389191,0.354832672,0.05859601,0.072138342,0.04685084,0.022196978,0.024003415,0.020602053,0.017970978,0.021366326,0.015074641,0.283124113,0.308432081,0.260438468,1.436,2.128,0.894,3.608,4.963,2.482,10238,9608,10839,0.0017,0.2,,
Tonga,,,0.019517672,0.026742628,0.013987951,0.044477472,0.055474559,0.033451077,0.301503709,0.3557818,0.255459896,0.063549017,0.079103148,0.050604598,0.116733617,0.125853509,0.108693599,0.130708601,0.144667486,0.117646102,0.288579206,0.311615026,0.266252363,4.42,6.273,2.985,9.725,13.268,6.914,16925,16624,17324,0.0017,16.62,,
Trinidad and Tobago,,,0.207068821,0.246142139,0.16640215,0.065352235,0.082027499,0.049753428,0.397035242,0.459074633,0.335804843,0.065109745,0.079261684,0.051582597,0.184846062,0.198645953,0.170729152,0.112644853,0.128619098,0.088575258,0.454097706,0.476574823,0.432264224,2.655,3.687,1.845,2.969,4.109,2.075,4121,3958,4282,0.0737,53.4,No,95
Tunisia,,,0.141784757,0.182779693,0.10683014,0.060476545,0.076020298,0.04714129,0.406567196,0.469847046,0.345856886,0.081425969,0.099103586,0.065271124,0.11780526,0.129433352,0.106586177,0.020031228,0.023851629,0.016487253,0.432499574,0.448766803,0.415950673,2.748,3.638,2.064,4.904,6.263,3.853,10196,10058,10325,0.0609,5.17,Yes,72
Turkey,,,0.157575509,0.196108118,0.12411647,0.042988696,0.053156645,0.033860536,0.142756914,0.180613639,0.11150046,0.046612758,0.059405495,0.035771689,0.078844727,0.085643146,0.072611706,0.035084611,0.039637781,0.030198298,0.395994162,0.416802665,0.374615525,4.774,6.525,3.401,10.577,13.579,8.125,36756,34797,38658,0.8299,10,,
Turkmenistan,,,0.101770916,0.135646697,0.075665266,0.096546841,0.11680188,0.078603606,0.369763517,0.434689613,0.31118925,0.044225799,0.054055739,0.034959661,0.037754547,0.04105208,0.034826738,0.020997154,0.024739578,0.018018991,0.215561007,0.233818149,0.197918505,2.967,4.353,1.895,3.887,5.523,2.57,9382,5300,13129,0.1348,22.57,,
Tuvalu,,,0.01964157,0.027270075,0.013813754,0.096455341,0.114139376,0.079535909,0.408687679,0.479387416,0.347704978,0.046425093,0.056720766,0.037392457,0.1052145,0.113722801,0.097693177,0.089996427,0.106122649,0.077562843,0.335136192,0.354658991,0.31350958,0.864,1.317,0.554,2.045,2.851,1.442,5924,5560,6455,0.0001,6.81,Yes,100
Uganda,,,0.057024096,0.080085166,0.040505622,0.124178274,0.154688637,0.095239292,0.208846751,0.263934138,0.167935864,0.008197237,0.010232578,0.006213878,0.013769182,0.014941932,0.012699456,0.018135844,0.02504114,0.013462784,0.1457067,0.155815211,0.136004445,0.15,0.218,0.098,0.281,0.381,0.203,1019,946,1118,0.0124,0.31,,
Ukraine,,,0.153757504,0.189857571,0.117238395,0.044347456,0.053273374,0.03606944,0.327432602,0.384507699,0.271523715,0.126736943,0.153223289,0.105045262,0.060225118,0.066897268,0.053478726,0.003300435,0.003699434,0.002952018,0.419622853,0.435543888,0.403196661,7.143,10.249,4.922,9.92,13.718,7.07,3064,2586,3614,0.0589,1.41,Yes,100
United Arab Emirates,0.0607,Direct,0.214541634,0.281207458,0.157224273,0.043335177,0.050293679,0.036851603,0.396750411,0.484235111,0.302840579,0.059187124,0.076966031,0.044794433,0.087199399,0.096496279,0.078170163,0.041272625,0.051480919,0.03215927,0.179145021,0.193289883,0.165427783,8.063,10.959,5.667,13.32,18.1,9.567,45511,44119,47254,0.6985,64.99,Yes,30
United Kingdom of Great Britain and Northern Ireland,0.0379,Indirect - based on case mix,0.08449999,0.10664814,0.066213634,0.0269646,0.034679172,0.020087768,0.360435894,0.398887193,0.325807259,0.085821884,0.102312085,0.071116315,0.116995554,0.126848948,0.107930238,0.009380657,0.0099533,0.008217525,0.217315534,0.229313628,0.204328604,6.418,7.762,5.263,11.038,12.72,9.482,49383,48529,50002,9.5769,143.22,Yes,100
United Republic of Tanzania,0.006,Indirect - based on case mix,0.071236073,0.097363881,0.050825863,0.082898243,0.104597556,0.06077452,0.294812998,0.359960644,0.23784703,0.00965989,0.011914836,0.007413534,0.015198244,0.01630736,0.014186157,0.019827464,0.023310611,0.016614812,0.17972079,0.191732685,0.167632662,0.451,0.621,0.315,0.592,0.785,0.441,1232,1166,1288,0.0001,0,No,
United States of America,0.0335,Direct - claims data,0.134105102,0.158704824,0.110487737,0.03912999,0.047886572,0.030997698,0.216966249,0.249043709,0.186804703,0.089652555,0.109480499,0.072540185,0.14635399,0.154764613,0.138149519,0.021322832,0.022532303,0.019349631,0.065435732,0.072481281,0.058148875,4.719,6.287,3.465,24.334,29.75,19.705,72982,72127,73780,133.5058,405.46,No,15
Uruguay,,,0.208820622,0.247327595,0.169981906,0.055222239,0.069091809,0.04353272,0.463123796,0.523939914,0.411964575,0.069370199,0.085834038,0.053938147,0.082614152,0.090281036,0.074880812,0.023984182,0.025672854,0.021574821,0.310462019,0.333084651,0.287633989,15.667,18.187,13.28,20.229,23.084,17.52,17850,16442,18967,0.1075,30.56,Yes,95
Uzbekistan,,,0.091650343,0.121230219,0.065792862,0.098623633,0.118104306,0.082003644,0.381788878,0.44971504,0.324115626,0.040783229,0.049824695,0.032114287,0.05358203,0.058394701,0.049665109,0.033467622,0.037233571,0.030323237,0.248243726,0.266469225,0.231055213,2.339,3.476,1.53,3.014,4.305,2.074,2155,2062,2252,0.2183,6.61,,
Vanuatu,,,0.014377656,0.020616863,0.010271294,0.121532528,0.145857623,0.098041701,0.388552738,0.457504573,0.331400325,0.017776189,0.021980923,0.01383259,0.081493192,0.087778887,0.075526883,0.062990448,0.07934316,0.051082904,0.381878432,0.403428916,0.359792627,0.372,0.563,0.231,0.865,1.231,0.596,3170,2941,3345,0.0001,0.51,,
Venezuela (Bolivarian Republic of),,,0.16579556,0.204041746,0.129199678,0.055533996,0.068972056,0.042792213,0.422914989,0.477683046,0.363597114,0.062028726,0.075087644,0.049078719,0.079939569,0.088146757,0.073330018,0.045404774,0.050147822,0.04058806,0.228366669,0.251798466,0.205370982,3.872,5.647,2.587,7.126,9.636,5.104,3466,2678,4203,0.4937,17.93,,
Viet Nam,,,0.080044114,0.105652979,0.057754751,0.079562533,0.095979145,0.064334666,0.300598319,0.359403205,0.240272997,0.031981363,0.039626289,0.024788774,0.046728106,0.050060478,0.043726331,0.044593936,0.050842505,0.039024201,0.470689311,0.488264441,0.453325854,1.958,2.915,1.225,4.333,5.988,3.021,4078,3139,4837,0.057,0.6,,
Yemen,,,0.067563323,0.093466459,0.048054814,0.107958372,0.132247501,0.085346281,0.333715138,0.395539503,0.278045862,0.030970746,0.037941679,0.024154244,0.032656336,0.035853261,0.029852957,0.008659527,0.012383604,0.006641676,0.315168091,0.33642691,0.294544208,0.233,0.348,0.15,0.332,0.477,0.226,682,516,812,0.0098,0.31,,
Zambia,,,0.069567691,0.097232704,0.048224128,0.117422038,0.147956842,0.090428237,0.253998733,0.308047676,0.212125809,0.008126541,0.010120839,0.00608733,0.025038854,0.027325044,0.022923453,0.016528096,0.019133517,0.013982487,0.26300905,0.27678489,0.249270171,0.202,0.276,0.14,0.353,0.453,0.266,1109,1073,1141,0.0008,0.04,No,86
Zimbabwe,,,0.030614165,0.040963535,0.020680084,0.09162067,0.118542741,0.068929811,0.222069688,0.285652494,0.174921689,0.045064224,0.057949785,0.033607959,0.024936949,0.0271675,0.023069644,0.020609043,0.02384976,0.017589336,0.343596244,0.36038009,0.326333707,0.121,0.183,0.078,0.211,0.299,0.146,2280,2116,2461,0.0587,3.94,,
