Country,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,fits_high,fits_mid,fits_low,selected_Mean_total_billions,SD_total_billions,selected_model
Denmark,0.8161337071767549,0.2334522107904594,0.3464688762958638,0.12713393396883135,0.18879145045329496,0.121159171664479,0.1710838127748288,0.1094853923405118,0.04320568431722842,0.0395331236319798,0.04886750931067086,0.05299483789471353,0.00944686695313508,0.0160833962305629,0.00271257512008367,0.00827717828140948,8.444999502337713e-4,0.00246937420316837,1.8676,321.67,69715.18097,TRUE,TRUE,TRUE,0.8161337071767549,0.2334522107904594,high
Djibouti,0.02896926645436516,0.01764249273652214,0.01194223283045235,0.01213902341727121,0.00706505103006562,0.00812040455008437,0.00585381589538721,0.00583291808561561,0.00117597784767756,0.00216010564959486,0.0018760993250689,0.00324135126098341,3.0137098650159186e-4,0.00106404927335482,8.729709818674529e-5,3.568634811244585e-4,2.7786019559634807e-5,1.507867121024441e-4,8e-4,0.76,5960.108074,FALSE,FALSE,TRUE,3.0137098650159186e-4,0.00106404927335482,low
Dominica,0.00219434448118699,8.982406219597799e-4,7.978944742788739e-4,5.737293007349613e-4,4.466380786677434e-4,4.096609495793145e-4,4.8753854438367614e-4,3.421809798723848e-4,8.89933322404158e-5,1.1265433045459904e-4,1.153890226801314e-4,1.6353583595689607e-4,2.920975245026155e-5,6.885000841951623e-5,5.57839524383845e-6,1.9801469434778117e-5,1.815638432707928e-6,6.704907681295414e-6,0.0019,26.92,15808.97435,FALSE,TRUE,TRUE,4.8753854438367614e-4,3.421809798723848e-4,mid
Dominican Republic,0.23313330801892132,0.10064682639080091,0.03025992093127594,0.01903649741071587,0.01766071341136464,0.01507860507583147,0.0647355505927466,0.05006408075115884,0.00352579035920176,0.00393255291393066,0.00456604171579457,0.0059651383016154904,0.00418511326919413,0.01021459442155791,2.318582189602349e-4,7.890107841963549e-4,7.064466306325073e-5,2.470857333304811e-4,0.0823,7.94,22053.45899,FALSE,FALSE,TRUE,0.00418511326919413,0.01021459442155791,low
Ecuador,0.8703500173033505,0.3965911233694861,0.3867365050897004,0.2892662786448253,0.22603523565730435,0.20779306888662555,0.174461006760965,0.14117485746800312,0.040691612058095,0.05593321270361203,0.06119781798154151,0.08557338521382442,0.00958701606171894,0.02105556099234857,0.00302156029275828,0.01065894309709556,9.79996816220723e-4,0.00431186728186238,0.1257,7.28,13507.44456,FALSE,FALSE,TRUE,0.00958701606171894,0.02105556099234857,low
Egypt,2.195368371791138,0.9261138472571117,0.48252803715299736,0.33366488631197944,0.28652057962011845,0.2635715001285539,0.5682083520966934,0.4303472391558196,0.053038723445084,0.06678557727518102,0.07467607263353979,0.1130661818434268,0.03765419616557085,0.09943012754747552,0.00387562670676593,0.01428824610275177,0.0011598438796035,0.00409198193226077,0.3293,3.32,15579.01609,FALSE,FALSE,TRUE,0.03765419616557085,0.09943012754747552,low
El Salvador,0.2651499761508013,0.13609446730074784,0.11811643465459408,0.09585737054594703,0.07083038137545744,0.07031919061470039,0.05434582720922369,0.04590859999610088,0.01260605597686499,0.01882325608628698,0.01840383005233017,0.02751606715269691,0.00274118314345222,0.00629100605356863,9.75000953794277e-4,0.00389657418687564,2.4612949112802566e-4,9.59804968557266e-4,0.0628,9.37,10809.7134,FALSE,FALSE,TRUE,0.00274118314345222,0.00629100605356863,low
Equatorial Guinea,0.06927894378714308,0.02883034260870551,0.0276359454845031,0.01845590617377933,0.01620997974577244,0.01439566432681145,0.01460229916508093,0.01061250939646554,0.00317308579693551,0.00377643081098401,0.00416864172695196,0.00567460117524281,7.884658309688128e-4,0.00168322618535323,2.166535213966221e-4,7.286005376232308e-4,6.921486987943838e-5,3.161305950695621e-4,0.0057,4.19,16821.44865,FALSE,FALSE,TRUE,7.884658309688128e-4,0.00168322618535323,low
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.39,NA,TRUE,TRUE,TRUE,0,0,high
Estonia,0.13497358836510823,0.04123136563364452,0.05868307544393145,0.02473239233364124,0.032308642350073,0.02207290530757451,0.02748021193844138,0.0185189235355009,0.0068944606148455,0.00647940515904175,0.00810259673112564,0.00965652009517548,0.00153437219039055,0.00258697053241245,4.616272518968225e-4,0.00133953289833805,1.303663544351907e-4,3.9085126361522487e-4,0.149,113,44251.5375,FALSE,TRUE,TRUE,0.02748021193844138,0.0185189235355009,mid
Eswatini,0.04790879704773762,0.02531201257476766,0.02183134575830749,0.01777949555221635,0.01271585865841008,0.01338476620051217,0.00933707586821727,0.00805540925084846,0.00226135243251401,0.00351415494453253,0.00322092161870026,0.00486375968942187,4.6824668406209073e-4,0.0011046368639094,1.5360609803745872e-4,5.969652675938298e-4,5.202885433664157e-5,2.154972074316554e-4,0.0138,12.18,9946.040554,FALSE,FALSE,TRUE,4.6824668406209073e-4,0.0011046368639094,low
Ethiopia,2.942759072319436,2.5037046157784917,1.489221902328357,1.8384036507401835,0.9884922670655774,1.2895332975780525,0.5303549143509962,0.7627269767645298,0.13943593342011498,0.31755583016250105,0.24458391221426015,0.5148237767021702,0.02220398657639426,0.105242363001066,0.01205998140388806,0.08461998468922018,0.00324148598312643,0.01649087297447389,1e-4,0.01,2588.413102,FALSE,FALSE,FALSE,0.02220398657639426,0.105242363001066,low
Fiji,0.04171199054918537,0.02148533629767939,0.01847216547198337,0.01509317569971261,0.01170435613958955,0.01182168856617721,0.00821795522566621,0.00721541249106386,0.00198065405913166,0.00293146496818395,0.00294965025461504,0.00470415538467458,4.162929701539834e-4,9.469886711248808e-4,1.329150523312182e-4,5.05414060351816e-4,3.9693078444926954e-5,1.6537152444976344e-4,0.0069,7.7,10685.19703,FALSE,FALSE,TRUE,4.162929701539834e-4,9.469886711248808e-4,low
Finland,0.5755830435514276,0.1682685297817189,0.23296384129298417,0.09090220731997468,0.12824996276864967,0.08237732024778985,0.12203389995315272,0.07635868725007824,0.02794720204487663,0.02515050258438378,0.03268322323254526,0.03594558357310649,0.00684137279373208,0.01140636589557519,0.00191845066148634,0.0055058131068372,5.499002639704555e-4,0.00160853045437371,0.5937,107.59,56790.37662,FALSE,TRUE,TRUE,0.12203389995315272,0.07635868725007824,mid
France,4.576607509540757,1.12540471683225,1.5619130270398318,0.3657337068457,1.071659054872154,0.5755909030786136,1.008780700941237,0.5822498945712681,0.18608660261953747,0.1499515654992055,0.2696546846338126,0.25696757605222786,0.05961790616188364,0.10011016236574628,0.01195612887889112,0.03539234389869895,0.00622245399438575,0.01987702105069945,12.666,195.39,52517.33549,TRUE,TRUE,TRUE,4.576607509540757,1.12540471683225,high
Gabon,0.08790119116948221,0.03373962650326902,0.03570478289502584,0.02274202236472307,0.01989095375318223,0.01734789311814284,0.0182146186120664,0.01289394947824306,0.00364429891240079,0.00459001845718116,0.00495805835629262,0.00627508659975326,0.00100310081543401,0.00219667050744168,2.541403407402063e-4,0.00110363748532812,8.623035328441696e-5,3.728152503114845e-4,0.0077,3.69,18523.5798,FALSE,FALSE,TRUE,0.00100310081543401,0.00219667050744168,low
Gambia,0.05323887374723697,0.03955683330639319,0.02514182225267642,0.03013146596591665,0.01592501709810068,0.02044117099610698,0.01033860007245654,0.01198797678023306,0.00232823719098013,0.00531830702379789,0.00420537886681184,0.00734366262169085,5.033598829253538e-4,0.0022221937886304,1.6567690543227738e-4,9.032241179301708e-4,6.443719091673886e-5,4.140455116571409e-4,0,0.02,3503.034914,FALSE,FALSE,FALSE,5.033598829253538e-4,0.0022221937886304,low
Georgia,0.152702347896118,0.05849125449440882,0.05947090354126271,0.03866432266161361,0.03452739086402938,0.02820688583397993,0.03237815412734845,0.02167792616081981,0.00659455655899321,0.00788080098786699,0.00809528778904025,0.01030970704912128,0.00184197007610942,0.00347757255509407,4.40037571008139e-4,0.00152060928844495,1.5963356218823014e-4,6.64157156100337e-4,0.0116,3.13,18915.6534,FALSE,FALSE,TRUE,0.00184197007610942,0.00347757255509407,low
Germany,12.192351999412464,2.5570526892088203,6.366080402106016,1.7207746597392144,1.9867291159758849,1.0616605503943757,2.3242857711483205,1.3597656154878324,0.7202403737464168,0.6435317883711832,0.5122297471053175,0.5060814363303134,0.14841605398218674,0.248060286312898,0.04920606909651646,0.14344207778695953,0.01199330133407597,0.03964274978011978,30.8773,372.15,62530.76532,TRUE,TRUE,TRUE,12.192351999412464,2.5570526892088203,high
Ghana,1.0077579817260045,0.6175790749377512,0.4631654702145423,0.45529348831112665,0.2706209938470475,0.30595037824722937,0.19871720112074268,0.1962089675573056,0.0454599189729739,0.08338119415843039,0.06582646831269351,0.10617385369456182,0.01054823134946191,0.02964764688451774,0.00327507742211098,0.0169301975107117,0.00116143648872884,0.00528545327522553,8e-4,0.03,6607.502974,FALSE,FALSE,FALSE,0.01054823134946191,0.02964764688451774,low
Greece,0.7644443440872478,0.2556308505425704,0.3191986624936647,0.15786762957752343,0.18282276310059564,0.1345190440132275,0.15877110228806968,0.10492348642867325,0.03768373275292677,0.04063825813837503,0.04591693151467357,0.05351565559937384,0.00930360545655735,0.01790826838157078,0.0025026353033476,0.00905163171964964,8.551220540326483e-4,0.00311296263607635,0.8265,77.14,33531.15511,FALSE,TRUE,TRUE,0.15877110228806968,0.10492348642867325,mid
Grenada,0.00333414825732727,0.00143679718540564,0.00119260399626273,8.753725205721011e-4,7.044924646320106e-4,6.530357218111097e-4,7.561892926110216e-4,5.449577541765112e-4,1.3803616492513384e-4,1.622887503874643e-4,1.7947885780645698e-4,2.486088456459858e-4,4.416096104072315e-5,9.533930732402016e-5,8.612202370819067e-6,2.964843963416561e-5,3.0600827701791116e-6,1.2246157295318368e-5,0.0035,32.04,15298.12311,FALSE,TRUE,TRUE,7.561892926110216e-4,5.449577541765112e-4,mid
Guatemala,0.5065885746903833,0.2286232531161502,0.20026846165010767,0.1537558856416082,0.11262351404324936,0.1061853250703598,0.10377969829989785,0.08300224197905232,0.01944424060418311,0.02795190652517016,0.02656160225558395,0.03905714786294625,0.00621720938518182,0.01383661063442877,0.0016685009355795,0.00760271896162322,5.535203351375511e-4,0.00281392702149496,0.1624,9.22,11825.14092,FALSE,FALSE,TRUE,0.00621720938518182,0.01383661063442877,low
Guinea,0.24043287472497213,0.17907451359817225,0.10749750170139126,0.12801042640465027,0.06711575489112394,0.08589157964331703,0.04804540750708023,0.0552885495033873,0.00976916743400015,0.02018611856524302,0.0173252546704351,0.03083644581173534,0.00267601950686866,0.01045317854668355,6.113954513881986e-4,0.00396701509755764,2.005174321800719e-4,0.00161811561645685,0.0032,0.23,3738.805126,FALSE,FALSE,FALSE,0.00267601950686866,0.01045317854668355,low
Guinea-Bissau,0.0307245070101482,0.02690024581889352,0.01463846116412923,0.01831740107192313,0.0088681479655984,0.01318870164523555,0.00623650575751995,0.00825747468795307,0.00145043861510647,0.00350161156423016,0.0022976823319409,0.0046097406774332,2.58479962398155e-4,0.00159187094999532,7.878341164246722e-5,7.245142843158439e-4,3.4116233370386665e-5,2.484001983927062e-4,5e-4,0.25,2483.850629,FALSE,FALSE,TRUE,2.58479962398155e-4,0.00159187094999532,low
Guyana,0.03726912904719955,0.01373874258342852,0.0141495291048575,0.00861792003457343,0.00805767806143523,0.00660140218972386,0.00828467766392005,0.00579304843542974,0.00163108477710442,0.00184466524144626,0.00203626897011597,0.00273705375561748,4.7560588830375926e-4,9.62586431109291e-4,1.0584231673940512e-4,3.8782001668238744e-4,4.233396370202825e-5,1.668942716101648e-4,0.0113,14.38,22865.9271,FALSE,FALSE,TRUE,4.7560588830375926e-4,9.62586431109291e-4,low
Haiti,0.3007872145452393,0.2440959339381572,0.1481277134206699,0.18295567922095377,0.09320587685930434,0.1342497115357156,0.0568206742150902,0.07152320721709404,0.01316818957345587,0.02968982554725965,0.0260785585366215,0.04747156934660553,0.00205963425024566,0.01058548755187375,0.00101793989222171,0.00629332914941398,4.073678370070248e-4,0.00295544301375558,0.0263,2.34,3134.950149,FALSE,FALSE,TRUE,0.00205963425024566,0.01058548755187375,low
Honduras,0.2522036687482025,0.15943567954809837,0.1079550317352407,0.11543600028974749,0.06947222498009589,0.07611859280107959,0.05335579622745571,0.05130136300470511,0.01104851719490148,0.02020390570346546,0.01787540009525988,0.02927598041796541,0.00260648021973355,0.00808307208953021,7.683388832980366e-4,0.0040289888980571,3.1197748312281537e-4,0.0019067197826465,0.052,5.42,6202.980788,FALSE,FALSE,TRUE,0.00260648021973355,0.00808307208953021,low
Hungary,0.78522479609784,0.25298506844218244,0.3310915156170608,0.15525868899056125,0.17875216723999865,0.12852218943828464,0.16322212027490848,0.10502532877344233,0.0370146226097533,0.03689568758111389,0.0453179053902636,0.0507433104110209,0.00899350161817138,0.01621771438362605,0.0022072559159502002,0.00610696382425844,8.787479465014619e-4,0.00349345942231029,0.3639,37.29,38887.19095,FALSE,TRUE,TRUE,0.16322212027490848,0.10502532877344233,mid
Iceland,0.04726042184979311,0.01350122126667034,0.0205377329801455,0.00728518632866521,0.01099723836334854,0.00682155377344485,0.00968521171874363,0.00631593633562494,0.00245052828316637,0.00231026775120815,0.00275752496708657,0.00296152323893971,5.72886755031265e-4,0.00110494387788367,1.5948022161759224e-4,5.604003529922424e-4,5.654306214671117e-5,1.9245964472482008e-4,0.1455,407.54,61610.21327,TRUE,TRUE,TRUE,0.04726042184979311,0.01350122126667034,high
India,49.746030586472806,28.374669605410272,22.72302976731193,20.576702144382224,13.212009478567175,14.631610962500073,10.023892001854415,9.429207776094104,2.3366261276388736,3.8217000777631127,3.5951458336401094,5.828923675717739,0.5369732867417691,1.5713527443869162,0.17399194586937988,1.0470450788690169,0.06178868607961662,0.34732164515522984,0.0645,0.05,8050.018575,FALSE,FALSE,FALSE,0.5369732867417691,1.5713527443869162,low
Indonesia,11.398087570293807,5.402350900889998,4.7993450698045965,3.6565939192956702,2.924163241986758,3.000778778717686,2.3056793421921906,1.766656788613494,0.5299377726358178,0.7399769328850877,0.6821551379248777,0.9893384083444976,0.12030255915279424,0.3088565267757508,0.03742082705184081,0.17601943417858615,0.01170617734118797,0.07109885677384153,0.2666,1,12757.07464,FALSE,FALSE,TRUE,0.12030255915279424,0.3088565267757508,low
Iran,4.156182761204679,2.0052883596247235,1.9120766146306345,1.4298901023512778,1.081360517986132,1.0653145869438525,0.7922853103270732,0.6243787924921181,0.19935396012608889,0.26723415805600526,0.2528876708504327,0.35744944207759893,0.04144975213434328,0.10320147362511917,0.0127863237691313,0.05486962100976728,0.00517401253723993,0.0227487116217105,3.5071,42.12,12731.75358,FALSE,TRUE,TRUE,0.7922853103270732,0.6243787924921181,mid
Iraq,1.8763134406976447,0.8840026570162134,0.8328315071063342,0.6132397790014416,0.47954984075758,0.4753890733755711,0.3777332017013806,0.3072424392116973,0.08639228146338077,0.11542737016680268,0.122362220889503,0.1801961025677461,0.02018718936807308,0.04761631009592285,0.00654350389189094,0.02704414667444903,0.00246628423862555,0.01103099619422076,1e-4,0.01,12731.75358,FALSE,FALSE,FALSE,0.02018718936807308,0.04761631009592285,low
Israel,0.4247568107850058,0.13077240856656017,0.088530999701583707,0.04033801737023514,0.04859083054140502,0.03295289787198643,0.11013188863244038,0.0717623429066278,0.01060837012960851,0.01041539338214752,0.01227153638650608,0.01432548323111822,0.00748915938050501,0.01510818473485262,6.231166702461053e-4,0.00172953465214162,2.5953821227481634e-4,9.613256593838072e-4,1.8272,201.81,46162.08227,TRUE,TRUE,TRUE,0.4247568107850058,0.13077240856656017,high
Italy,4.082868936229902,1.3340706213254292,0.963534017656169,0.3918197257697028,1.5920119871773597,0.8239482185918168,0.9770335096128944,0.6615079196059775,0.10784236664155332,0.10198520617267592,0.4051916988248722,0.3961307065855957,0.05146118904481366,0.09724601691545492,0.00649702355698008,0.02183782996838623,0.00687842996806658,0.02159039686060263,19.123,316.82,49825.39341,TRUE,TRUE,TRUE,4.082868936229902,1.3340706213254292,high
Jamaica,0.11162767021431176,0.05863543914460081,0.05098328292750429,0.04264506104247007,0.03039933839392331,0.0316611017984874,0.02218224088196557,0.01909252532290161,0.0055475042468633,0.00777253016877039,0.00757689761429147,0.01140605944298897,9.97145543759501e-4,0.00286060317045732,2.887215422005163e-4,0.00146574478400812,1.655301123518672e-4,0.00102834748217188,0.0449,15.62,9577.164211,FALSE,TRUE,TRUE,0.02218224088196557,0.01909252532290161,mid
Japan,6.864416699680106,1.5301703272027425,2.424460761314167,0.5529285058959089,1.7904213617161229,0.9075055827921806,1.4953474095146249,0.8621758405503285,0.25026828122386396,0.2064150802867405,0.4462031579062062,0.43479966534221814,0.08903019177365422,0.14585145951829917,0.01851449629791857,0.05798167274878958,0.00570771081393049,0.01841820327019491,28.7336,227.7,44355.34872,TRUE,TRUE,TRUE,6.864416699680106,1.5301703272027425,high
Jordan,0.33018248324899147,0.17532236275619656,0.13141904842429472,0.11527050458237928,0.07675678575445838,0.07859055124273222,0.0702079776521141,0.05916686827662069,0.01324096843881909,0.02242437034927106,0.01977063804002052,0.02934844536590663,0.00391341852211729,0.01016782026565342,8.535956319959165e-4,0.0040171262241518,3.915017480792218e-4,0.00172524371678277,0.0747,7.42,9182.496161,FALSE,FALSE,TRUE,0.00391341852211729,0.01016782026565342,low
Kazakhstan,0.7139741093163791,0.23280486390218263,0.17223149896482465,0.093109696591873,0.09502485439791936,0.0746182057379048,0.17815745409909964,0.11910367029436685,0.0200137892314684,0.02010021331109365,0.0239749627255661,0.02939769351104796,0.01135286956454263,0.02231451997444458,0.00141942118194994,0.00541683589457578,5.434605915567464e-4,0.00229702737728387,0.061,3.27,32945.85157,FALSE,FALSE,TRUE,0.01135286956454263,0.02231451997444458,low
Kenya,0.7719953603790111,0.502542697766759,0.28187350042691217,0.3097549009385957,0.1691853026215765,0.20443183818267455,0.17476147617585078,0.1858003092957032,0.02964132692997881,0.05496996379372727,0.0461269509797159,0.0818326155143368,0.00861236754827821,0.0329350048640649,0.00179863154314444,0.00956236395291186,7.386111070709583e-4,0.00543506551352372,1e-4,0.01,5338.852434,FALSE,FALSE,FALSE,0.00861236754827821,0.0329350048640649,low
Kiribati,0.00228626008548869,0.00192644619875076,0.0010288820741386,0.00135213826884084,6.834447528459983e-4,9.715137296875058e-4,4.354206106593422e-4,5.516434964522483e-4,9.665048204518893e-5,2.1536549500402057e-4,1.6988382403837436e-4,3.205574360561207e-4,2.240139703553302e-5,1.080342507850448e-4,7.479255914637778e-6,6.925094387872875e-5,3.4439880434087166e-6,2.4906501224929493e-5,3e-4,2.61,3020.493999,FALSE,FALSE,TRUE,2.240139703553302e-5,1.080342507850448e-4,low
Kuwait,0.22360981113927228,0.06897349190129537,0.04723499121154094,0.02080466436855144,0.02555623772148259,0.01793349164128063,0.05787582862321157,0.03693245681858996,0.00534201042649333,0.00501974605683113,0.00647157997549277,0.00728483070850255,0.00411715063515621,0.00893405917592029,3.6299948375753254e-4,0.00110690425926394,1.338283928248394e-4,4.5461294340294064e-4,0.2182,46.41,50651.95758,FALSE,TRUE,TRUE,0.05787582862321157,0.03693245681858996,mid
Kyrgyzstan,0.18887705335409155,0.11705847666999472,0.08303851193383588,0.0854048463097304,0.05311610243085948,0.05855464522757682,0.03587029509856197,0.03630340200395219,0.00845615417206977,0.01534515799054326,0.01292279081102735,0.02328298801924698,0.00182227865522301,0.00579803951380905,6.643321318065759e-4,0.00357464715339116,2.2331704826126088e-4,0.00146682729843596,0.0039,0.6,5736.478834,FALSE,FALSE,TRUE,0.00182227865522301,0.00579803951380905,low
Lao People's Democratic Republic,0.16482414431496492,0.09067126250885364,0.06050536369722555,0.05502412604781599,0.03798456686946616,0.04103823941738179,0.0354456033335605,0.033547216723499,0.00637135158853628,0.01033906357241231,0.00911990418045616,0.01947915801953989,0.00198498045078217,0.00550207556879241,4.07559985512229e-4,0.00197295327449149,1.232061378644527e-4,5.633174157181807e-4,0.0045,0.63,8080.435532,FALSE,FALSE,TRUE,0.00198498045078217,0.00550207556879241,low
Latvia,0.14926797113120652,0.04578244987331897,0.06204282936995081,0.02923472081942288,0.03354248518780834,0.02295902604531587,0.03111578066501149,0.02252481910300174,0.00702127776926484,0.00726049698334611,0.00847776862046966,0.01207385068793992,0.00168036903120004,0.00288274371362781,4.1411108507083047e-4,0.00125269662394795,1.2659092273229456e-4,4.312749984871486e-4,0.112,58.08,36912.01306,FALSE,TRUE,TRUE,0.03111578066501149,0.02252481910300174,mid
Lebanon,0.22519858793822492,0.10510373526412864,0.09569036556586422,0.07533965321824454,0.05884672698857054,0.05436439838361524,0.04471303748853603,0.03866169227556643,0.01034400903681517,0.01475936071975027,0.01438543084830118,0.02512480613897425,0.00217010242317771,0.00519557588448827,6.542803376905018e-4,0.0031319098031628,1.8110549152677033e-4,7.350552837456127e-4,0.1049,17.29,11599.77551,FALSE,TRUE,TRUE,0.04471303748853603,0.03866169227556643,mid
Lesotho,0.06886146225119805,0.05579156712940533,0.03597849113366205,0.0442159242863928,0.023150073577755,0.03061189586025597,0.0122930665784891,0.01770183838250556,0.00353007736933601,0.00806464548672515,0.00630977764716031,0.01327251970844764,4.65146827619272e-4,0.00238961407358543,2.3926604643073553e-4,0.00162208514472418,6.010639444506485e-5,4.388085854786388e-4,0.0093,4.56,2544.782496,FALSE,FALSE,TRUE,4.65146827619272e-4,0.00238961407358543,low
