Country,Level,selected_Mean_total_billions_mean,selected_Mean_total_billions_sd,selected_SD_total_billions_mean,selected_SD_total_billions_sd,selected_Mean_perio_billions_mean,selected_Mean_perio_billions_sd,selected_SD_perio_billions_mean,selected_SD_perio_billions_sd,selected_Mean_replace_billions_mean,selected_Mean_replace_billions_sd,selected_SD_replace_billions_mean,selected_SD_replace_billions_sd,Dent_exp_usd_mean,Dent_exp_usd_sd,Dent_exppc_usd_mean,Dent_exppc_usd_sd,GDP_per_capita_PPP_2021_mean,GDP_per_capita_PPP_2021_sd,Superregion,Region,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,level
Trinidad and Tobago,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02443520773117566,0.01702818330451153,0.00608514901188179,0.00591828834838013,0.0077448524385238,0.00907850066085819,mid,0.0737,53.4,30424.66489,Country
Colombia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03133720886187385,0.06690929751378412,0.00918103338429574,0.03427300262803452,0.00252684572487117,0.00899470106302844,low,0.7051,14,17383.09017,Country
Costa Rica,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06640546825606672,0.04691335085071393,0.01597279390216009,0.01781156451276172,0.02030005655022722,0.02479138481166589,mid,0.1617,31.84,23852.9253,Country
El Salvador,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00218466356939558,0.00554019133156144,5.614612825231575e-4,0.00300675683530119,1.8955820198258725e-4,7.22823477577669e-4,low,0.0628,9.37,10809.7134,Country
Guatemala,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00711496855214553,0.01746057549414474,0.00152347620033991,0.0065976315534304,5.468662931780786e-4,0.00242657304505973,low,0.1624,9.22,11825.14092,Country
Honduras,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027630514373881,0.00887617206315965,7.028687484128766e-4,0.00394626240379619,2.0912719581499565e-4,0.00101361359978334,low,0.052,5.42,6202.980788,Country
Mexico,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6146961120740266,1.1353992440987215,0.3719759317385621,0.41772160361699173,0.4942780253397034,0.6380555319444969,mid,2.103,16.7,20782.58774,Country
Nicaragua,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00218349943288005,0.00627696213825669,6.247281622542664e-4,0.00287041583015136,1.7761774599147975e-4,9.1706862873675e-4,low,0.0314,4.81,7119.169234,Country
Panama,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06599847020725311,0.04374578346342184,0.0148859338858478,0.01460189277323167,0.01893660435560418,0.02290405501757551,mid,0.1354,32.1,30932.76278,Country
Brazil,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9684686581230475,1.0902918758954523,0.36723817552329113,0.299774004949123,0.2332827506674801,0.22020109531462184,mid,3.7128,17.68,18075.706,Country
Paraguay,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00347927191441598,0.00736839264769924,8.711555982596486e-4,0.00348140358552689,2.5618183542674636e-4,9.861044126088577e-4,low,0.0513,7.18,15406.16706,Country
Afghanistan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00334441037523924,0.02798898363314754,9.314229303921814e-4,0.00705097574915056,2.528126674377301e-4,0.00165977059758375,low,0.0167,0.46,2144.16657,Country
Algeria,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02054852473174711,0.04713768256222474,0.00493984670784302,0.01972519475852705,0.00144912437618111,0.0054725888613039,low,0.3237,7.46,14496.86547,Country
Bahrain,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00222058754603044,0.00395761718589622,5.810528298163844e-4,0.0018431685473605,1.683602332817391e-4,4.879667874680995e-4,low,0.0625,41.36,54954.67579,Country
Egypt,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04760539137743194,0.10370273599460744,0.00846165011054259,0.03977716584028799,0.00297804011224419,0.01175746591355629,low,0.3293,3.32,15579.01609,Country
Iraq,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02087681063837943,0.05274129055169269,0.00455587708590167,0.01858662684165851,0.00135061317670095,0.00578369425485448,low,1e-4,0.01,12731.75358,Country
Jordan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00389415191775621,0.01007359121338323,9.87869426439244e-4,0.00477515891994279,2.765202909907411e-4,0.00126379214214609,low,0.0747,7.42,9182.496161,Country
Kuwait,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10661319972515344,0.06920453858561232,0.02555230033275605,0.02351918718891145,0.03020860414900763,0.03376885983533063,mid,0.2182,46.41,50651.95758,Country
Lebanon,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0691359413376203,0.05471708254384995,0.01503669616724081,0.02158779712056311,0.02165437514502835,0.02978624258159361,mid,0.1049,17.29,11599.77551,Country
Libya,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00320322232124561,0.00771099387427103,8.434394464626662e-4,0.004250370905094,2.552267647500333e-4,0.00125263461056168,low,0.0615,9.34,12641.50977,Country
Morocco,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01278631216440161,0.03512423662295564,0.00401311485168728,0.02119306174826672,0.00125779466414019,0.00541180379328481,low,0.0821,2.31,8623.265625,Country
Oman,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08966961153176473,0.05638081143425633,0.01936590544251277,0.01881610810397124,0.02285787743943015,0.02682785881406303,mid,0.1327,30.82,38719.45877,Country
Qatar,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12684604752916262,0.07676442317614651,0.03035768091883053,0.02559999026567963,0.03349854325570758,0.03398582407626052,mid,0.2287,83.07,116832.5703,Country
Saudi Arabia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04519834482494216,0.08152582331495643,0.00781364808502176,0.02419790611331909,0.00255997636752173,0.00785817380172041,low,1.2518,36.73,62690.49666,Country
Sudan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00586045219521505,0.02848716177507714,0.00136676409946596,0.00953289004698049,4.215052070124632e-4,0.00243020878912874,low,0.0463,1.07,3248.975586,Country
Syrian Arab Republic,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00368626017644029,0.01300353049613959,9.728902628213742e-4,0.00545460096880213,3.556663405827956e-4,0.00168754647759725,low,0.028,1.66,4592.838601,Country
Tunisia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0052869672348009,0.01242648405512933,0.00143445935478872,0.00632214698353436,4.147875038998215e-4,0.00162756591840722,low,0.0609,5.17,12444.3264,Country
United Arab Emirates,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2987312122398861,0.19427112555486648,0.07626821014401612,0.06824808471162501,0.0883088022612798,0.09337760966514116,mid,0.6985,64.99,67401.12129,Country
Yemen,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,high,0.0098,0.31,NA,Country
Bangladesh,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06290881772338983,0.17926289473478116,0.02050469929074552,0.10213377067221242,0.00650012150422363,0.02930589034228909,low,0.0125,0.08,7441.06914,Country
Bhutan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.691262755059531e-4,0.00136634310059867,1.7340861610708736e-4,7.870769968736928e-4,5.587357302126186e-5,2.242317278038457e-4,low,0,0.06,13458.81267,Country
India,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517089119829848,1.4638155758256646,0.1797304596962497,0.9125760086443576,0.0512906273526182,0.2742951608144197,low,0.0645,0.05,8050.018575,Country
Nepal,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00681774419710725,0.02376876236857307,0.00218998229213053,0.01190558069892139,4.948574731066604e-4,0.00290152249619449,low,0.0891,3.13,4546.2297,Country
Pakistan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07402223219986097,0.2580543710665425,0.02771758777930239,0.16743758396980793,0.0075315325952383,0.03753860450089422,low,0.0489,0.24,5367.273647,Country
China,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.061192824800756,6.151027154040899,8.673117877470728,2.1846714692077382,7.331433528809466,3.7165381915607543,high,61.5486,43.96,20843.29783,Country
Fiji,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.358286032222252e-4,7.978774966492854e-4,1.844471184632104e-5,8.056482451064326e-5,5.590828845586595e-6,2.220700750599727e-5,low,0.0069,7.7,10685.19703,Country
Kiribati,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2075764043391362e-5,8.564494614717102e-5,8.848285602937197e-7,5.673260207264188e-6,2.7476229787643756e-7,1.6591358388589436e-6,low,3e-4,2.61,3020.493999,Country
Marshall Islands,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.789163116754716e-6,4.2180132967902455e-5,7.208027906530472e-7,4.272394561989326e-6,2.0190447027317217e-7,9.865786264848382e-7,low,3e-4,5.84,6705.875292,Country
Micronesia (Federated States of),3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Country
Nauru,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6362635247430594e-5,4.2049150680319896e-5,2.8548372571268204e-6,3.820124834025382e-6,3.971984907619326e-6,5.865364133391e-6,mid,2e-4,14.8,12196.64515,Country
Palau,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63168450640365e-5,7.268679777928586e-5,1.0720538688555264e-5,1.3705034802525916e-5,1.3805527093494954e-5,1.919102372978213e-5,mid,5e-4,25.39,15663.17159,Country
Papua New Guinea,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00118185363852731,0.00671191420220951,7.438284688059443e-5,4.395803502567241e-4,2.5852778594280312e-5,1.4216901513763717e-4,low,0.0358,4.17,3976.903801,Country
Samoa,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.792961415468692e-5,1.607069375627945e-4,2.453491181111415e-6,1.266674324891162e-5,7.77658486096753e-7,3.880395691861672e-6,low,0.001,5.16,6214.016928,Country
Solomon Islands,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.408678570431689e-5,4.887222158785669e-4,3.60731242587844e-6,2.63758472491112e-5,1.361763723179172e-6,8.019233804296977e-6,low,0.0021,3.26,2518.421624,Country
Tonga,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0591148311547386e-4,3.745822849008352e-4,2.185120613600429e-5,3.494052872396983e-5,3.200902854119977e-5,5.520904114793088e-5,mid,0.0017,16.62,7034.92497,Country
Tuvalu,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.158437796735391e-5,2.6989004532466716e-5,1.652065405255833e-6,2.9883210844449033e-6,2.5257646788169455e-6,4.4047748438876465e-06,mid,1e-4,6.81,5352.978625,Country
Vanuatu,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6965881758380717e-5,2.1710868612667e-4,2.7590596159673956e-6,1.657927481978175e-5,5.809328219767444e-7,3.5206143071606742e-6,low,1e-4,0.51,3135.836649,Country
Cambodia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00450846580488375,0.01355024874455002,0.00104170798662224,0.0056352893691287,3.118703539558609e-4,0.00144278202562425,low,1e-4,0.01,6225.532655,Country
Indonesia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11927336344469688,0.2759504156674597,0.03627440333272649,0.1556219778861375,0.01012993770352088,0.0427761990065675,low,0.2666,1,12757.07464,Country
Lao People's Democratic Republic,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018286512022517,0.00627157022503054,2.624385820601012e-4,0.00122658345549614,6.888755753808153e-5,3.6320258367140577e-4,low,0.0045,0.63,8080.435532,Country
Malaysia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02283278086429605,0.04805706000861529,0.00359771550068704,0.01235687339985705,0.00111103077248003,0.00359955076204579,low,0.2268,6.91,29822.84918,Country
Maldives,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6093926240634277e-4,5.956911275197129e-4,4.4375255006321304e-5,1.8947490650688217e-4,1.3544521965837427e-5,5.109312371095397e-5,low,6e-4,1.7,19052.62249,Country
Mauritius,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.168612939791251e-4,0.00138409866598376,1.5753769882496845e-4,5.986502158075234e-4,4.7086911019264926e-5,1.6430018926140015e-4,low,0.0168,13.26,22737.57294,Country
Myanmar,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01022128193878709,0.03944387672659603,0.00233924473674431,0.01269748657188149,6.079622821723458e-4,0.00346161663520873,low,4e-4,0.01,5178.447182,Country
Philippines,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02622147854697147,0.07862332454385727,0.00317046733353813,0.01635320386302946,8.678040500860515e-4,0.0037345658551938,low,0.0165,0.15,8857.789951,Country
Seychelles,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.191283052803656e-5,1.4337556452726974e-4,1.33011466594094e-5,4.592536055802747e-5,4.3772163715457946e-6,1.4407692168641206e-5,low,0.0013,13.61,29979.82727,Country
Sri Lanka,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00910815609027487,0.02246298122268742,0.00172267581115925,0.00681099926728187,5.40249559942008e-4,0.0020926318629343,low,0.04,1.82,14316.13522,Country
Thailand,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04946150071718094,0.10103323330466224,0.01428050570621512,0.05555051402259112,0.0042226403409875,0.01623309183262653,low,0.1917,2.82,20242.77,Country
Timor-Leste,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.076811941054516e-4,0.00118751861223756,4.139118441452224e-5,2.2542064694591087e-4,1.2953385078314828e-5,6.546630424708486e-5,low,7e-4,0.55,6824.792339,Country
Viet Nam,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03641972135891219,0.09393185727237845,0.0067565999548942,0.03406635775409709,0.00207266281499703,0.01014416229859884,low,0.057,0.6,12048.90199,Country
Angola,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0088467459171274,0.02885160092056176,0.0018185418537174,0.00779666127217708,5.041204707375228e-4,0.00240021068585806,low,0.0702,2.33,7408.126591,Country
Central African Republic,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.656028873639074e-4,0.0031798838542784,9.124891876295896e-5,7.336268915420535e-4,2.540316767271523e-5,2.283010247436981e-4,low,0.0011,0.22,1128.55238,Country
Congo,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012688950106101,0.0039915094748684,3.0461208533995814e-4,0.00142424783240125,9.899078560410404e-5,4.333844874699603e-4,low,0.0047,1.03,6263.211613,Country
Democratic Republic of the Congo,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00714145951378771,0.05748068774465434,0.00207831739804191,0.01513175567385311,6.642427627830281e-4,0.00452512692372091,low,0.0229,0.23,1313.618218,Country
Equatorial Guinea,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.029214927962505e-4,0.00187938474361322,1.5694236825341347e-4,7.069120098195664e-4,4.739681424739098e-5,1.8602377856724928e-4,low,0.0057,4.19,16821.44865,Country
Gabon,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65838307831398e-4,0.00205384517398525,2.0389464636363583e-4,7.825672352011287e-4,6.644950556311696e-5,2.4538172403935324e-4,low,0.0077,3.69,18523.5798,Country
Burundi,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.662629283609088e-4,0.00871250328716445,2.1070739776585544e-4,0.00242520034135496,5.940991116490882e-5,5.793319379710654e-4,low,0.0013,0.12,836.6655713,Country
Comoros,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1373565714421277e-4,5.764964184279698e-4,4.094583392141187e-5,2.881579840117949e-4,9.748485207323842e-6,6.643599762502183e-5,low,3e-4,0.3,3449.043575,Country
Djibouti,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1137100877418766e-4,0.00105932645979828,7.631440095299036e-5,3.816409978688371e-4,2.5180204600752494e-5,1.2698466746667358e-4,low,8e-4,0.76,5960.108074,Country
Eritrea,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,high,0.0024,0.39,NA,Country
Ethiopia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01857487732360063,0.09127991512378576,0.00824778084394804,0.05443386305436475,0.00205797258758638,0.01203514739460683,low,1e-4,0.01,2588.413102,Country
Kenya,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01420599239601102,0.04913414037723253,0.00445722034146143,0.02683896543361792,0.0011936461258035,0.00627332997327752,low,1e-4,0.01,5338.852434,Country
Madagascar,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00181682817245802,0.01890621436774666,3.0249234591844993e-4,0.00252624147005757,9.431575754345056e-5,9.357815942669256e-4,low,0.0042,0.15,1577.432461,Country
Malawi,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00163884457225905,0.01471523982992581,4.4783255384930366e-4,0.00338441547283402,1.183946759794762e-4,9.15827729478366e-4,low,0.0025,0.12,1687.593582,Country
Mozambique,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00244990756079993,0.02571390380656113,6.541174332902638e-4,0.00538187113166248,2.0347228581672552e-4,0.00161629910713269,low,0.0049,0.16,1457.235409,Country
Rwanda,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.132880019851787e-4,0.0016672671779912,7.89352496535568e-5,2.934688527615671e-4,5.6444702445664566e-5,1.947194299768856e-4,low,0.0035,0.28,2733.435668,Country
Somalia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00156397710549257,0.01149737799214366,2.890879939450607e-4,0.0020298202701889,8.930850634766774e-5,5.552395266628456e-4,low,0.0026,0.17,1392.46426,Country
South Sudan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,high,0.0011,0.09,NA,Country
Uganda,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00593875577775425,0.03536585242832207,0.00133492599079856,0.00910602886117503,4.176610304245975e-4,0.00240784996269435,low,0.0124,0.31,2684.920359,Country
United Republic of Tanzania,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01477659341995399,0.04246642543377518,0.00171045868160143,0.00649111788599181,4.171154112234686e-4,0.00131418716380293,low,1e-4,0.01,3493.083008,Country
Zambia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00335716776567555,0.01436692578489904,6.750753425205407e-4,0.0046514308493218,2.341161585294821e-4,0.00143007406339596,low,8e-4,0.04,3503.034914,Country
Botswana,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02207215355453459,0.0139866685295275,0.00189709959507854,0.0015592643644691,0.00151901982969361,0.00152483668404292,mid,0.0574,24.15,17960.62544,Country
Eswatini,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5222942785842216e-4,0.00102836141547432,4.195061008910964e-5,1.973938922379465e-4,1.244452313931584e-5,5.362493569952352e-5,low,0.0138,12.18,9946.040554,Country
