Country,Level,selected_Mean_total_billions_mean,selected_Mean_total_billions_sd,selected_SD_total_billions_mean,selected_SD_total_billions_sd,selected_Mean_perio_billions_mean,selected_Mean_perio_billions_sd,selected_SD_perio_billions_mean,selected_SD_perio_billions_sd,selected_Mean_replace_billions_mean,selected_Mean_replace_billions_sd,selected_SD_replace_billions_mean,selected_SD_replace_billions_sd,Dent_exp_usd_mean,Dent_exp_usd_sd,Dent_exppc_usd_mean,Dent_exppc_usd_sd,GDP_per_capita_PPP_2021_mean,GDP_per_capita_PPP_2021_sd,Superregion,Region,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,level
Lesotho,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0036652575539045e-4,0.00140800016887113,3.599282422404005e-5,2.701865294614517e-4,9.189311287123973e-6,6.13559905715239e-5,low,0.0093,4.56,2544.782496,Country
Namibia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.969130145175656e-4,0.00219373100945798,9.68012710171606e-5,4.097133011100928e-4,2.759513723754175e-5,1.2041707541714536e-4,low,0.0028,1.13,9709.099306,Country
South Africa,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33185853624127243,0.25229468298109975,0.04614444299147808,0.05980950952780366,0.06373706761228926,0.0933261314555422,mid,2.2861,38.86,13711.29357,Country
Zimbabwe,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00180997964558777,0.01024402554594324,2.962415901225681e-4,0.00160176664768431,6.685360626610792e-5,4.766732450393176e-4,low,0.0587,3.94,3184.784602,Country
Benin,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00264027682665435,0.01124267293646194,0.00100174013440693,0.00572514951479742,2.41641826647796e-4,0.00147940391406982,low,0.0033,0.28,3464.288629,Country
Burkina Faso,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00468120246799104,0.02094691497901238,0.00192760664025004,0.01170743888123027,5.22708436497211e-4,0.00339712892259818,low,0.0046,0.23,2486.430931,Country
Cabo Verde,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6114753266191066e-4,8.34571324476751e-4,1.0504189252665467e-4,5.984428741770675e-4,2.773107485796732e-5,1.1812379278832785e-4,low,0.0034,6.12,7685.419214,Country
Cameroon,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00835095804158746,0.02873716632375187,0.00293519599313758,0.01652864104498705,9.715694413780702e-4,0.00527842989489261,low,0.0066,0.26,4793.556282,Country
Chad,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00244170236650082,0.0139601535153572,9.962940750684406e-4,0.00658423635752819,2.2785502034893015e-4,0.00167367529871465,low,0.0034,0.26,2435.072747,Country
Gambia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.409000784640648e-4,0.00219251215439493,2.264667464178136e-4,0.00132170544714439,6.359084828527764e-5,3.661510634568977e-4,low,0,0.02,3503.034914,Country
Ghana,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01108490697181529,0.03339429843722665,0.00388807883888302,0.02043026052320454,0.00140966509890702,0.00687437642425612,low,8e-4,0.03,6607.502974,Country
Guinea,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00324833083446907,0.01237132471962683,0.00132990725149163,0.00722998365497063,2.9833440809519683e-4,0.00162984496161707,low,0.0032,0.23,3738.805126,Country
Guinea-Bissau,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.421177739422512e-4,0.00155629244352943,1.1400358304592946e-4,7.041956606198313e-4,2.55059616441762e-5,1.9326789299422848e-4,low,5e-4,0.25,2483.850629,Country
Liberia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.397658457715473e-4,0.00498495168597732,4.1712443344462064e-4,0.00283291667776057,1.138893956944446e-4,8.724119173322117e-4,low,7e-4,0.16,1539.208923,Country
Mali,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00410008205887625,0.0195185741214752,0.00144934616104434,0.01185315237524264,5.791994851206287e-4,0.00318035328682661,low,0.0013,0.07,2796.227938,Country
Mauritania,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00118353509291834,0.00362028510291036,3.8314728205211086e-4,0.0019055346925886,1.1003537544126418e-4,6.383901098692572e-4,low,0.0017,0.43,5836.565808,Country
Niger,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00145678382730555,0.0182976906808245,4.1369882708032767e-4,0.00306314141442796,1.3609275215944e-4,9.415718797922632e-4,low,1e-4,0.01,1585.59922,Country
Nigeria,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04005124473292458,0.19092486543697945,0.00536476599062028,0.02536952313458001,0.00134338277017829,0.00729775594173391,low,0.1375,0.68,5491.700341,Country
Sao Tome and Principe,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.628600930978907e-5,2.1963221720101047e-4,2.2610432225880648e-5,1.1595666225830054e-4,6.700883539253265e-6,3.379741402879984e-5,low,1e-4,0.61,5732.694561,Country
Senegal,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032190988705575,0.01308462474060192,0.00116056062811626,0.00700605715981059,3.253351967764711e-4,0.00176985596645012,low,0.0044,0.27,4173.677414,Country
Sierra Leone,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00174459973214533,0.00923108781268246,9.17681328166804e-4,0.00622326322588176,2.2634781975055233e-4,0.00137651186947607,low,0.0014,0.18,2851.952081,Country
Togo,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00137139046618753,0.00680966836063268,5.588908504788728e-4,0.00381289394429921,1.2949315767287972e-4,9.50474184500728e-4,low,0.0017,0.2,2577.201963,Country
Bolivia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00405931387465126,0.01075330708001861,9.711192098836356e-4,0.00474012256714609,2.697163382868923e-4,0.00117195917764587,low,0.0482,4.17,9454.198147,NA
C̫te d'Ivoire,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00787146045470604,0.02436512637223212,0.00261564691128146,0.01362109135444578,6.483117722357357e-4,0.00359638570448069,low,0.0066,0.25,6045.204805,NA
Global,0,300.09670766629813,163.68907261442462,61.39818836098351,22.98076488018598,108.45475844471555,58.99273390156363,23.256113775224428,8.078083441740546,77.57704720558955,42.51052636781317,31.216789500182884,12.646806596093558,393.4362,156.53650034289126,9501.91,1482.7020543251433,4529461.7648953,479786.8515253971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Global,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.04835383314906,16.249854683633163,54.227379222357776,5.712067580645505,38.788523602794776,8.942642704452513,NA,NA,NA,NA,NA
Iran,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7286842854017073,0.5779517631610357,0.16252593088559553,0.2186348284918948,0.2306176718031677,0.328713028391043,mid,3.5071,42.12,12731.75358,NA
North Korea,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,high,0.0895,3.5,NA,NA
Republic of Ireland,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13277758018992905,0.07549031731703758,0.01978724991564988,0.01686803709773259,0.02176217033070217,0.02207444850803845,mid,0.5148,104,116903.6124,NA
Taiwan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.792243443502771,0.7061150950747709,1.7121378678042962,0.49959426772563753,0.6532388196857956,0.4599913894801048,high,6.3776,269.82,64700,NA
Turkey,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07264390200629002,0.13318933167555125,0.01845531664914503,0.06180296886063876,0.00599175968865372,0.01903013998963505,low,0.8299,10,31338.26652,NA
United Kingdom of Great Britain and Northern Ireland,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5221259017950373,1.1190702640842825,0.9627166230489383,0.4020878511416855,1.5917781765934749,0.8170689775873191,high,9.5769,143.22,51004.42717,NA
Venezuela,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,high,0.49370000000000003,17.93,NA,NA
NA,1,2.768495300568529,1.2452987529869701,1.7354128073209296,0.6277624634057833,0.8190563695876406,0.4437888996991821,0.7002169317430645,0.26524811446294,0.6700464776468937,0.30539206198025476,0.715502917965194,0.28865588419824756,6.5197,2.2452236614644874,788.9499999999999,208.03155505836128,786344.373077,161176.86736400766,"Central Europe, Eastern Europe, and Central Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,109.717127461518,60.59139381087084,27.463358793922232,14.78773576601132,40.43382446484729,21.445489072812922,10.41704777255871,5.112147443998839,27.10657239514447,15.66590118220051,14.360453165107481,8.032923854881005,288.1552,143.30966941354654,6802.03,1414.0414676027008,1929898.56232,367390.7891300713,High-income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,3.901022798843163,2.5484428262487246,2.572476687046215,1.5779719204670954,0.8236249525753355,0.5235354251378223,0.8657521535822795,0.5164148381147302,0.8034103338014622,0.547442079487442,0.9667867918059747,0.6761014724213874,8.1988,4.356892840086843,663.54,159.25111742151137,475169.943182,99034.2320798504,Latin America and Caribbean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0.8655074478672171,0.3673761179286738,0.8752181125742126,0.2834239131371232,0.20348282819653912,0.09052165342375212,0.3204804348136746,0.10145158761338476,0.208268629955197,0.10414504159992524,0.2644396069200017,0.11371870187667027,3.7304,1.5568154482789538,359.2,133.53655454593695,498535.269753,174547.42999078805,North Africa and Middle East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0.661407040225712,0.526179411982516,1.92626794709616,1.4973476900316327,0.23031613767453524,0.1830206862650243,1.194840020982173,0.9334902171595666,0.06587301249820805,0.05224894279124512,0.3442654098816013,0.27841387608289364,0.215,0.12102280776779227,3.56,3.1411781229341322,38863.403732,18729.329362718803,South Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,24.34445432414195,24.061596401190982,6.84268286758244,6.159637887197675,8.742960573401069,8.673210003086211,2.4866913926313563,2.1913273718726396,7.351531489214041,7.331442224085866,3.8009483739173806,3.716839771550739,62.4206,61.549948733853554,179.9,60.818819455823046,293472.514877,70656.13708489508,"Southeast Asia, East Asia, and Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0.5299335727593951,0.33683770909907873,1.085981257043232,0.35207447753293714,0.0949041416505732,0.04795710358695016,0.3416683210284812,0.09812872876631658,0.0785146383221891,0.06385412199623067,0.1701042012944678,0.09541258411023167,2.7521999999999998,2.293059550033535,109.72,48.55074458749319,215000.23533229998,43585.31191862416,Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,157.30875972037416,150.11750213949668,18.896789888398093,16.314621348418196,57.10658897678257,54.26319241711574,6.929416747884686,5.752486283946993,41.292830229007095,38.827358093236725,10.59428903329078,8.997720173579895,21.444300000000002,12.078841648519118,595.01,326.12280125744047,292177.462622,147391.0005548059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.02530363005944692,0.019298452133922107,0.057533237476377175,0.04442513444569628,0.00617246544778193,0.004709469504430411,0.024016211849115163,0.01822198788385521,0.001841417690075583,0.0013937175690597937,0.0075015622049812,0.005575861089831289,0.39349999999999996,0.295833280751169,15.52,10.995271711058349,28787.99577,20394.76167605069,NA,Andean Latin America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,4.0101645951968745,3.9177449820491965,0.9491889218128359,0.8917566956416448,1.5893828610540395,1.5678466420080313,0.37055838554499326,0.3509854767262265,0.8149279635953142,0.7893905373354504,0.4440347898165812,0.41599251250868097,7.905600000000001,7.389713673749478,394.52,307.2155194647562,106179.01683000001,75424.56902406889,NA,Australasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.11108779635522316,0.04741949084873315,0.08616160407292246,0.0324733060358217,0.033914928701606915,0.016489358075633603,0.037651403044815665,0.014242346198461972,0.030865282201106632,0.013480790627955982,0.038272278285838596,0.01579119553943137,0.6274,0.3304840994662224,499.7,148.76654260955317,283991.70402,78879.79874807484,NA,Caribbean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.10503422112945696,0.05339035350604201,0.13537798199902984,0.05493568390438368,0.021582917047716085,0.01057669053694117,0.05023100165704031,0.020431563967377935,0.02030339296990283,0.012897286212760142,0.03403469803175637,0.018407883939482957,0.7352,0.31736310434579507,100.78,48.01049885181365,138091.011907,52195.82795959173,NA,Central Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,2.3866655454252044,1.2347882890366733,1.222206237016708,0.5729298042754253,0.7287140418916499,0.44204239423148634,0.4909641789471127,0.242461382046526,0.6042111486904252,0.30428541499836775,0.5993955595167914,0.28482854816255815,4.2313,2.0119219443109615,422.22999999999996,139.5402891640977,421438.19496,122510.30649460189,NA,Central Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,1.7926834423910296,1.617732622204814,1.3311215769537639,1.1393755332432605,0.41542822730439594,0.3727339894183634,0.5008291301536988,0.4198485745399461,0.537164701407373,0.49506388359564174,0.6998257515879243,0.6390174130234939,3.4138,2.2356794537679145,123.46,52.38705374422196,128908.37033199999,51046.34206686028,NA,Central Latin America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.019391463129516767,0.011514627388194032,0.09743691191196137,0.06457738393203699,0.004653557270479276,0.0027917407655806657,0.02657577091499419,0.0171299965889542,0.0014066035066078782,8.440748712519299e-4,0.008018428624399231,0.005154856498570515,0.1123,0.07461588302767716,11.690000000000001,6.145185107057395,51458.537252,26892.220545840377,NA,Central Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,24.061192824800756,24.061192824800756,6.151027154040899,6.151027154040899,8.673117877470728,8.673117877470728,2.1846714692077382,2.1846714692077382,7.331433528809466,7.331433528809466,3.7165381915607543,3.7165381915607543,61.5486,61.5486,43.96,43.96,20843.29783,20843.29783,NA,East Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.2767955340138677,0.15236907691945872,0.3778285883051917,0.2506376277979387,0.06875941064827458,0.03788459865950468,0.1590217511389115,0.10560109675604899,0.04553193598656562,0.022546790196589374,0.08207266041664638,0.043082101187754504,1.5532,0.9447116173732596,265.94,146.63092306877155,226815.16621,90800.89712930335,NA,Eastern Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.0660276016902695,0.028759302234260074,0.3154615884877737,0.12431514713785864,0.018525894409626893,0.009691117116886553,0.11823222260521143,0.0623472771766966,0.004976785842673398,0.0024785102345304,0.028451208548358062,0.014099595891050776,0.0371,0.015189799208679487,2.92,1.0535653752852738,36702.2824173,11483.64638201795,NA,Eastern Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,9.787631090556445,7.575316783431572,2.256170843525681,1.6618753475007133,3.7775852220191024,2.897209616545521,0.8663975737255954,0.6452136120331754,2.8450242964144277,2.143295131276099,1.4726350975646354,1.0821063175186456,37.1578,29.658001483916614,592.64,337.2351301391953,303641.14308,167398.01565028582,NA,High-income Asia Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,63.67689749366535,58.36172242779719,15.63313893713367,14.303462112363295,22.310581613774804,20.18170377808001,5.24116911963972,4.735068370088995,16.486741239293732,15.244737630919932,8.433470793993148,7.808599332922504,146.3349,134.12078302951412,747.98,530.7709129181817,128302.51941000001,91286.30226293896,NA,High-income North America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.8655074478672171,0.3673761179286738,0.8752181125742126,0.2834239131371232,0.20348282819653912,0.09052165342375212,0.3204804348136746,0.10145158761338476,0.208268629955197,0.10414504159992524,0.2644396069200017,0.11371870187667027,3.7304,1.5568154482789538,359.2,133.53655454593695,498535.269753,174547.42999078805,NA,North Africa and Middle East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.0020287047919213606,0.001250280028254,0.009020461855434809,0.006793777968092277,1.403317007877617e-4,8.064891251912162e-5,6.411667042993915e-4,4.4981686330796897e-4,8.695293446040018e-5,4.4043876553535416e-5,2.671121847672892e-4,1.5579090017533737e-4,0.048999999999999995,0.03657922907880919,92.87,36.625162115682166,76504.465658,26666.62556183536,NA,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.661407040225712,0.526179411982516,1.92626794709616,1.4973476900316327,0.23031613767453524,0.1830206862650243,1.194840020982173,0.9334902171595666,0.06587301249820805,0.05224894279124512,0.3442654098816013,0.27841387608289364,0.215,0.12102280776779227,3.56,3.1411781229341322,38863.403732,18729.329362718803,NA,South Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.2812327945492739,0.13935443431484215,0.6826352516861053,0.3255114379457054,0.0697023642295521,0.03997542530262682,0.30137875671931874,0.17066347005947294,0.02001100747011475,0.011291404590938112,0.08414307017185922,0.047346951125313536,0.8230000000000001,0.40581909762848767,43.07,20.61661223382736,196124.751389,62022.07449347588,NA,Southeast Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.6859397638148002,0.6085546237253788,0.4885773690421702,0.41341184003051185,0.15311301407695208,0.1331019814649175,0.1685344521788443,0.13822635254310778,0.18772388172248713,0.1695223672297695,0.23986928148721962,0.21540169585707702,1.6831,1.2063649572165134,79.69,46.26869892270584,84822.00973,49032.2310442656,NA,Southern Latin America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.3569901784095262,0.3325976457600333,0.2811554696503739,0.25290517286898795,0.0485125288820095,0.046184508125239235,0.06384783426276656,0.05985360658980272,0.06537217001991295,0.06375520903630073,0.09556303938631262,0.09333991802661946,2.4280999999999997,2.287635991586074,84.82,47.74168618723055,57056.625968,26840.13301955423,NA,Southern Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,1.9719479300374634,1.9684717329303476,1.0976602685431516,1.0903167740862447,0.36810933112155075,0.3672392087914252,0.3032554085346499,0.2997942197811061,0.23353893250290686,0.2332828913317873,0.2211871997272307,0.22020330328964582,3.7641,3.7131543908111335,24.86,19.082316421231464,33481.87306,23750.39222579419,NA,Tropical Latin America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,31.556494518284527,13.860803380793714,8.136282722407874,3.218715840397912,12.603161753922395,6.460507053895996,3.7703882414695586,1.7761140405963818,6.77215501411851,2.787982270694581,3.770443202245898,1.470795829727358,95.0738,40.16984777616167,4987.2,1227.8215705875182,1306953.87327,300878.18468522734,NA,Western Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,0.08752432953008267,0.043344713600490116,0.3919272869931229,0.2009251525886813,0.023212161088457535,0.008072386648554628,0.13301249324550904,0.04319922954175265,0.00675907895299487,0.002401404021849489,0.03807152473539788,0.012878266947233175,0.17470000000000002,0.1380051086010949,10.290000000000001,6.247631551236036,69782.789695,18006.13824291714,NA,Western Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,157.30875972037416,150.11750213949668,18.896789888398093,16.314621348418196,57.10658897678257,54.26319241711574,6.929416747884686,5.752486283946993,41.292830229007095,38.827358093236725,10.59428903329078,8.997720173579895,21.444300000000002,12.078841648519118,595.01,326.12280125744047,292177.462622,147391.0005548059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
